t,alt_agl_m,vz_mps,vx_mps,vy_mps,wind_x_mps,wind_y_mps,wind_z_mps,aoa_deg,roll_deg,yaw_rate_dps,contact_flag,airspeed_mps,ground_speed_mps,pos_x_m,pos_y_m,heading_deg,battery_pct,gps_satellites,phase,system_status,comm_status,lift_coeff,drag_coeff,contact_force_n,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,scenario,ld_ratio
205.0,3768.85,-5.722,3.311,23.807,3.31,-0.53,0.01,13.26,-0.15,-1.42,0,25.0,24.04,705.73,4662.6,82.1,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.112,-0.2,-9.556,0.012,0.017,-0.071,comm_blackout,4.2
205.05,3768.53,-6.393,3.05,23.678,3.05,-0.49,0.39,15.69,-0.05,-1.14,0,25.1,23.87,705.88,4663.78,82.7,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.103,-0.1,-9.822,0.041,-0.014,-0.057,comm_blackout,3.73
205.1,3768.21,-6.465,3.115,23.42,3.12,-0.73,0.52,16.14,2.58,1.29,0,25.14,23.63,706.04,4664.95,82.4,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.297,-0.006,-9.68,-0.083,0.021,-0.05,comm_blackout,3.66
205.15,3767.9,-6.253,3.32,23.487,3.32,-0.72,0.65,15.92,-2.54,1.68,0,25.17,23.72,706.2,4666.13,82.0,45.3,8,descent,nominal,active,0.8,0.15,0.0,-0.015,-0.113,-9.589,-0.018,0.005,-0.022,comm_blackout,3.79
205.2,3767.58,-6.361,3.471,23.069,3.47,-1.11,0.74,16.36,-1.75,-0.73,0,25.2,23.33,706.38,4667.28,81.4,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.22,0.039,-9.957,-0.032,-0.005,-0.122,comm_blackout,3.67
205.25,3767.31,-5.45,3.366,23.543,3.37,-0.86,0.52,13.75,-1.01,3.49,0,25.12,23.78,706.54,4668.46,81.9,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.205,-0.139,-10.184,0.008,-0.02,-0.112,comm_blackout,4.36
205.3,3767.02,-5.731,3.068,23.554,3.07,-0.78,0.52,14.41,1.22,0.53,0,25.13,23.75,706.7,4669.64,82.6,45.3,8,descent,nominal,active,0.8,0.15,0.0,0.425,-0.111,-10.16,0.029,0.015,-0.01,comm_blackout,4.14
205.35,3766.73,-5.871,2.854,22.992,2.85,-1.31,0.16,13.95,-2.45,-0.17,0,25.04,23.17,706.84,4670.79,82.9,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.231,-0.22,-9.822,-0.01,-0.013,-0.038,comm_blackout,3.95
205.4,3766.42,-6.067,3.157,22.58,3.16,-1.67,0.72,15.63,-1.38,-2.44,0,25.18,22.8,707.0,4671.92,82.0,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.079,-0.038,-9.739,0.02,-0.018,-0.072,comm_blackout,3.76
205.45,3766.12,-6.027,3.317,22.539,3.32,-1.72,0.65,15.38,-1.35,-1.33,0,25.16,22.78,707.16,4673.04,81.6,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.161,-0.192,-10.138,-0.047,0.014,-0.087,comm_blackout,3.78
205.5,3765.8,-6.526,3.754,22.461,3.75,-1.67,0.52,16.28,2.84,5.6,0,25.14,22.77,707.35,4674.17,80.5,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.11,-0.074,-10.012,-0.016,-0.009,-0.06,comm_blackout,3.49
205.55,3765.51,-5.682,3.78,22.591,3.78,-1.75,0.24,13.66,-5.67,-3.46,0,25.05,22.91,707.54,4675.29,80.5,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.241,-0.214,-10.116,-0.04,0.02,-0.098,comm_blackout,4.03
205.6,3765.2,-6.195,3.904,22.062,3.9,-2.16,0.22,14.84,-3.76,-0.05,0,25.06,22.41,707.74,4676.4,80.0,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.148,-0.15,-9.896,0.014,0.006,-0.115,comm_blackout,3.62
205.65,3764.91,-5.817,3.899,22.124,3.9,-2.19,0.3,14.13,-2.6,-4.37,0,25.07,22.47,707.93,4677.5,80.0,45.2,8,descent,nominal,active,0.8,0.15,0.0,0.185,-0.218,-10.029,0.048,0.001,-0.104,comm_blackout,3.86
205.7,3764.62,-5.848,3.344,22.241,3.34,-2.07,0.5,14.65,1.24,-2.6,0,25.12,22.49,708.1,4678.62,81.5,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.207,-0.162,-9.56,0.059,-0.003,-0.143,comm_blackout,3.85
205.75,3764.3,-6.419,3.038,22.698,3.04,-1.46,0.75,16.52,-2.9,-0.11,0,25.2,22.9,708.25,4679.75,82.4,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.037,-0.1,-9.725,0.002,-0.005,-0.067,comm_blackout,3.57
205.8,3764.0,-5.895,3.26,22.561,3.26,-1.73,0.61,14.98,-4.44,-4.42,0,25.15,22.8,708.41,4680.88,81.8,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.327,-0.21,-9.699,-0.0,-0.01,-0.112,comm_blackout,3.87
205.85,3763.72,-5.642,3.255,22.543,3.26,-1.81,0.68,14.55,-4.72,-1.99,0,25.16,22.78,708.58,4682.01,81.8,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.235,-0.185,-9.878,0.035,-0.015,-0.105,comm_blackout,4.04
205.9,3763.42,-6.013,3.24,22.157,3.24,-2.11,0.7,15.45,-4.28,-0.09,0,25.18,22.39,708.74,4683.11,81.7,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.335,-0.214,-9.767,-0.005,-0.011,-0.098,comm_blackout,3.72
205.95,3763.11,-6.223,3.255,21.929,3.25,-2.28,0.59,15.72,-5.2,0.63,0,25.15,22.17,708.9,4684.21,81.6,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.258,-0.078,-9.582,0.009,-0.019,-0.126,comm_blackout,3.56
206.0,3762.81,-5.955,2.981,22.445,2.98,-1.83,0.31,14.47,-2.9,-2.7,0,25.08,22.64,709.05,4685.33,82.4,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.32,-0.269,-9.807,0.048,0.006,-0.087,comm_blackout,3.8
206.05,3762.53,-5.56,2.99,22.8,2.99,-1.57,0.73,14.47,-0.34,-1.53,0,25.17,23.0,709.2,4686.47,82.5,45.1,8,descent,nominal,active,0.8,0.15,0.0,0.076,-0.22,-9.812,-0.004,-0.025,-0.151,comm_blackout,4.14
206.1,3762.23,-5.994,3.098,22.782,3.1,-1.49,1.17,16.44,-0.55,-0.13,0,25.31,22.99,709.35,4687.61,82.3,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.184,-0.268,-10.336,0.04,-0.036,-0.064,comm_blackout,3.84
206.15,3761.95,-5.705,3.283,22.663,3.28,-1.68,1.12,15.67,2.58,0.7,0,25.28,22.9,709.52,4688.75,81.8,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.259,-0.305,-9.856,-0.009,-0.013,-0.07,comm_blackout,4.01
206.2,3761.65,-6.06,3.679,22.459,3.68,-1.8,0.81,15.82,1.02,-1.92,0,25.21,22.76,709.7,4689.87,80.7,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.292,-0.293,-9.884,0.011,-0.01,-0.07,comm_blackout,3.76
206.25,3761.35,-5.909,3.226,22.454,3.23,-1.84,0.48,14.74,-5.37,0.25,0,25.12,22.68,709.86,4690.99,81.8,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.023,-0.275,-9.862,0.049,-0.05,-0.08,comm_blackout,3.84
206.3,3761.05,-6.033,3.408,22.335,3.41,-1.93,0.52,15.11,-2.95,-0.82,0,25.13,22.59,710.03,4692.11,81.3,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.149,-0.19,-9.539,0.012,0.003,-0.086,comm_blackout,3.74
206.35,3760.74,-6.124,3.3,22.489,3.3,-1.75,0.67,15.65,-1.39,0.59,0,25.17,22.73,710.2,4693.23,81.7,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.276,-0.178,-9.837,0.006,-0.018,-0.052,comm_blackout,3.71
206.4,3760.42,-6.429,3.386,22.26,3.39,-1.9,0.48,15.96,-1.56,-0.98,0,25.13,22.52,710.37,4694.35,81.4,45.0,8,descent,nominal,active,0.8,0.15,0.0,0.236,-0.104,-9.596,-0.029,0.024,-0.113,comm_blackout,3.5
206.45,3760.14,-5.71,3.35,22.351,3.35,-1.99,0.51,14.34,-5.04,-0.96,0,25.12,22.6,710.54,4695.46,81.5,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.141,-0.184,-10.191,0.011,0.022,-0.067,comm_blackout,3.96
206.5,3759.84,-5.888,3.579,22.13,3.58,-2.17,0.61,14.98,-6.12,-4.91,0,25.15,22.42,710.71,4696.57,80.8,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.418,-0.385,-9.704,0.042,-0.005,-0.104,comm_blackout,3.81
206.55,3759.54,-6.041,3.608,22.068,3.61,-2.19,0.57,15.24,-6.54,0.46,0,25.14,22.36,710.89,4697.67,80.7,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.182,-0.08,-9.352,0.003,0.019,-0.105,comm_blackout,3.7
206.6,3759.24,-6.037,3.419,22.152,3.42,-2.11,0.69,15.49,-4.6,-2.46,0,25.17,22.41,711.07,4698.78,81.2,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.177,-0.157,-9.691,0.036,0.044,-0.147,comm_blackout,3.71
206.65,3758.94,-5.903,3.58,21.948,3.58,-2.35,0.67,15.14,-5.71,-2.3,0,25.17,22.24,711.24,4699.88,80.7,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.338,-0.281,-10.068,0.023,0.026,-0.054,comm_blackout,3.77
206.7,3758.63,-6.217,3.251,21.732,3.25,-2.48,0.53,15.57,-1.79,-0.83,0,25.14,21.97,711.41,4700.96,81.5,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.225,-0.17,-10.126,-0.008,-0.036,-0.093,comm_blackout,3.53
206.75,3758.35,-5.726,3.614,21.72,3.61,-2.62,0.2,13.69,-9.86,-0.77,0,25.05,22.02,711.59,4702.05,80.6,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.082,-0.395,-10.142,-0.01,0.045,-0.126,comm_blackout,3.85
206.8,3758.03,-6.357,3.586,21.525,3.59,-2.65,-0.04,14.64,-3.43,-1.15,0,24.99,21.82,711.77,4703.13,80.5,44.9,8,descent,nominal,active,0.8,0.15,0.0,0.297,-0.303,-9.807,-0.019,0.019,-0.148,comm_blackout,3.43
206.85,3757.75,-5.547,3.589,21.814,3.59,-2.56,0.27,13.43,-2.43,0.26,0,25.06,22.11,711.95,4704.22,80.7,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.224,-0.275,-9.512,0.003,0.014,-0.118,comm_blackout,3.99
206.9,3757.46,-5.889,3.284,21.919,3.28,-2.38,0.36,14.42,-1.85,-2.14,0,25.09,22.16,712.11,4705.31,81.5,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.256,-0.237,-9.724,-0.044,-0.005,-0.126,comm_blackout,3.76
206.95,3757.17,-5.805,3.054,22.464,3.05,-1.85,0.46,14.45,-3.65,-0.05,0,25.11,22.67,712.26,4706.44,82.3,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.11,-0.159,-10.245,0.039,-0.014,-0.132,comm_blackout,3.91
207.0,3756.87,-5.846,3.072,23.001,3.07,-1.31,0.43,14.49,1.76,1.69,0,25.11,23.2,712.42,4707.59,82.4,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.213,-0.101,-9.49,-0.022,-0.023,-0.039,comm_blackout,3.97
207.05,3756.6,-5.448,2.81,22.716,2.81,-1.68,0.18,12.98,-1.21,3.36,0,25.04,22.89,712.56,4708.72,82.9,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.239,-0.244,-9.896,-0.001,0.019,-0.102,comm_blackout,4.2
207.1,3756.3,-6.066,2.947,22.479,2.95,-1.77,0.57,15.31,-3.54,-2.1,0,25.15,22.67,712.7,4709.85,82.5,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.137,-0.3,-9.611,0.001,-0.007,-0.075,comm_blackout,3.74
207.15,3756.0,-5.871,2.606,22.182,2.61,-2.12,0.56,14.82,-1.44,1.04,0,25.14,22.33,712.84,4710.96,83.3,44.8,8,descent,nominal,active,0.8,0.15,0.0,0.186,-0.25,-9.448,0.027,-0.002,-0.113,comm_blackout,3.8
207.2,3755.71,-5.874,2.867,22.558,2.87,-1.74,0.86,15.49,-2.78,-0.77,0,25.22,22.74,712.98,4712.08,82.8,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.174,-0.108,-9.174,-0.014,-0.025,-0.084,comm_blackout,3.87
207.25,3755.41,-6.027,2.671,22.447,2.67,-1.82,1.12,16.41,-6.03,-2.59,0,25.29,22.61,713.11,4713.21,83.2,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.345,-0.184,-9.331,0.017,-0.022,-0.115,comm_blackout,3.75
207.3,3755.07,-6.681,2.537,22.193,2.54,-1.9,1.18,18.06,-5.34,-0.44,0,25.34,22.34,713.24,4714.32,83.5,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.217,-0.295,-9.813,-0.008,-0.017,-0.097,comm_blackout,3.34
207.35,3754.79,-5.757,2.658,22.439,2.66,-1.89,1.02,15.56,-2.23,-2.58,0,25.25,22.6,713.37,4715.44,83.2,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.181,-0.298,-9.796,0.015,0.005,-0.054,comm_blackout,3.93
207.4,3754.49,-5.876,2.975,22.224,2.98,-2.08,0.92,15.62,-3.7,-4.16,0,25.23,22.42,713.52,4716.55,82.4,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.232,0.012,-9.868,-0.02,-0.011,-0.158,comm_blackout,3.82
207.45,3754.19,-5.995,2.829,22.458,2.83,-1.81,1.11,16.32,-3.28,0.41,0,25.29,22.64,713.66,4717.67,82.8,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.247,-0.197,-9.764,-0.038,0.001,-0.11,comm_blackout,3.78
207.5,3753.92,-5.496,2.816,22.77,2.82,-1.62,1.15,15.24,-1.64,-0.19,0,25.28,22.94,713.8,4718.81,83.0,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.222,-0.159,-9.877,-0.006,-0.02,-0.052,comm_blackout,4.17
207.55,3753.63,-5.861,2.789,22.46,2.79,-1.84,0.97,15.69,-0.97,-0.9,0,25.24,22.63,713.94,4719.93,82.9,44.7,8,descent,nominal,active,0.8,0.15,0.0,0.17,-0.252,-10.112,0.007,0.026,-0.093,comm_blackout,3.86
207.6,3753.34,-5.708,3.288,22.7,3.29,-1.64,0.69,14.72,-2.65,-0.79,0,25.17,22.94,714.11,4721.07,81.8,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.044,-0.136,-9.941,0.018,-0.001,-0.066,comm_blackout,4.02
207.65,3753.07,-5.433,3.275,22.847,3.28,-1.56,0.51,13.69,1.24,1.44,0,25.12,23.08,714.27,4722.21,81.8,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.088,-0.097,-9.901,-0.015,0.029,-0.04,comm_blackout,4.25
207.7,3752.78,-5.848,3.58,22.749,3.58,-1.56,0.74,15.16,-4.71,-0.56,0,25.18,23.03,714.45,4723.35,81.1,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.109,-0.338,-9.678,0.016,0.001,-0.027,comm_blackout,3.94
207.75,3752.49,-5.715,3.631,22.586,3.63,-1.75,0.93,15.28,-5.85,-0.01,0,25.23,22.88,714.63,4724.48,80.9,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.296,-0.109,-9.406,-0.04,-0.024,-0.054,comm_blackout,4.0
207.8,3752.17,-6.378,3.645,22.631,3.65,-1.54,0.77,16.48,-2.13,0.9,0,25.21,22.92,714.81,4725.61,80.8,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.153,-0.151,-9.89,0.044,0.002,-0.08,comm_blackout,3.59
207.85,3751.85,-6.474,3.508,22.413,3.51,-1.73,0.65,16.44,-2.33,0.14,0,25.18,22.69,714.99,4726.73,81.1,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.219,-0.26,-9.806,0.037,-0.032,-0.121,comm_blackout,3.5
207.9,3751.55,-6.028,3.366,22.668,3.37,-1.59,0.49,15.03,-3.17,-4.37,0,25.12,22.92,715.16,4727.86,81.6,44.6,8,descent,nominal,active,0.8,0.15,0.0,0.225,-0.216,-9.894,0.032,-0.013,-0.09,comm_blackout,3.8
207.95,3751.25,-5.943,3.773,22.789,3.77,-1.49,-0.0,13.74,-5.14,0.24,0,25.0,23.1,715.35,4729.0,80.6,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.194,-0.218,-9.721,-0.016,-0.029,-0.069,comm_blackout,3.89
208.0,3750.96,-5.857,3.719,22.947,3.72,-1.36,0.17,13.93,-4.15,-3.85,0,25.04,23.25,715.53,4730.15,80.8,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.074,-0.073,-9.828,0.02,0.004,-0.034,comm_blackout,3.97
208.05,3750.65,-6.117,3.843,22.653,3.84,-1.59,-0.15,13.82,-0.23,1.23,0,24.96,22.98,715.72,4731.28,80.4,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.104,-0.113,-9.818,-0.009,0.011,-0.083,comm_blackout,3.76
208.1,3750.34,-6.126,4.056,22.573,4.06,-1.67,0.03,14.25,-2.45,-2.29,0,25.01,22.93,715.93,4732.41,79.8,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.353,-0.17,-9.747,0.029,0.009,-0.048,comm_blackout,3.74
208.15,3750.04,-6.131,3.786,22.635,3.79,-1.6,0.15,14.52,-2.93,0.69,0,25.04,22.95,716.12,4733.54,80.5,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.282,-0.145,-9.805,0.008,0.012,-0.067,comm_blackout,3.74
208.2,3749.71,-6.634,3.714,22.287,3.71,-1.82,0.15,15.71,1.75,-2.86,0,25.04,22.59,716.3,4734.66,80.5,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.152,-0.053,-9.927,0.012,-0.038,-0.079,comm_blackout,3.41
208.25,3749.43,-5.594,3.631,22.467,3.63,-1.9,0.27,13.53,-2.27,-0.83,0,25.06,22.76,716.48,4735.78,80.8,44.5,8,descent,nominal,active,0.8,0.15,0.0,0.178,-0.186,-9.808,-0.027,0.032,-0.128,comm_blackout,4.07
208.3,3749.12,-6.114,3.197,22.714,3.2,-1.53,0.27,14.75,-4.62,-1.94,0,25.07,22.94,716.64,4736.92,82.0,44.5,8,descent,nominal,active,0.8,0.15,0.0,-0.003,-0.26,-10.11,-0.027,-0.01,-0.051,comm_blackout,3.75
208.35,3748.84,-5.68,2.974,22.273,2.97,-2.07,0.16,13.49,-2.02,0.28,0,25.04,22.47,716.79,4738.03,82.4,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.255,-0.236,-10.027,0.042,0.007,-0.103,comm_blackout,3.96
208.4,3748.54,-5.988,3.479,22.375,3.48,-1.9,0.27,14.46,-7.99,-0.47,0,25.07,22.64,716.97,4739.15,81.2,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.275,-0.124,-9.936,-0.018,0.027,-0.11,comm_blackout,3.78
208.45,3748.26,-5.515,3.258,22.861,3.26,-1.52,0.17,13.13,-3.02,-2.28,0,25.04,23.09,717.13,4740.29,81.9,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.298,-0.255,-9.884,0.005,0.012,-0.082,comm_blackout,4.19
208.5,3747.95,-6.235,3.353,22.926,3.35,-1.28,0.44,15.4,-0.14,0.39,0,25.11,23.17,717.3,4741.44,81.7,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.23,-0.122,-9.774,-0.039,-0.012,-0.122,comm_blackout,3.72
208.55,3747.66,-5.849,3.284,22.863,3.28,-1.44,0.17,13.9,-0.85,-1.52,0,25.04,23.1,717.46,4742.58,81.8,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.388,-0.187,-9.963,0.049,0.004,-0.079,comm_blackout,3.95
208.6,3747.34,-6.281,3.306,23.094,3.31,-1.1,-0.19,14.12,-2.28,-3.39,0,24.95,23.33,717.63,4743.74,81.9,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.237,-0.21,-9.944,0.039,0.001,-0.077,comm_blackout,3.71
208.65,3747.05,-5.961,3.592,22.984,3.59,-1.29,-0.2,13.35,-4.84,-1.29,0,24.95,23.26,717.81,4744.88,81.1,44.4,8,descent,nominal,active,0.8,0.15,0.0,0.29,-0.195,-9.685,-0.04,-0.013,-0.125,comm_blackout,3.9
208.7,3746.76,-5.799,3.263,23.23,3.26,-1.09,-0.46,12.38,-1.52,-0.18,0,24.9,23.46,717.97,4746.05,82.0,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.227,-0.137,-9.728,-0.046,-0.03,-0.036,comm_blackout,4.05
208.75,3746.44,-6.305,3.23,23.023,3.23,-1.17,-0.31,13.91,-2.62,-0.56,0,24.92,23.25,718.13,4747.2,82.0,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.242,-0.094,-9.965,0.027,0.002,-0.068,comm_blackout,3.69
208.8,3746.14,-5.988,3.276,23.317,3.28,-0.96,-0.28,13.23,-0.69,-2.39,0,24.93,23.55,718.29,4748.36,82.0,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.095,-0.115,-10.075,-0.022,-0.012,-0.062,comm_blackout,3.93
208.85,3745.85,-5.802,3.58,23.396,3.58,-0.92,-0.43,12.45,-0.41,0.25,0,24.9,23.67,718.47,4749.53,81.3,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.208,-0.25,-10.015,-0.001,0.007,-0.068,comm_blackout,4.08
208.9,3745.55,-6.046,3.567,23.142,3.57,-1.12,-0.21,13.52,-2.66,-4.85,0,24.95,23.42,718.65,4750.69,81.2,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.181,0.061,-9.562,-0.018,-0.001,-0.077,comm_blackout,3.87
208.95,3745.24,-6.106,3.366,22.861,3.37,-1.38,-0.14,13.82,-1.61,-2.52,0,24.97,23.11,718.82,4751.83,81.6,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.147,-0.217,-9.965,-0.06,-0.003,-0.075,comm_blackout,3.78
209.0,3744.96,-5.675,2.769,23.18,2.77,-1.17,-0.54,11.91,-0.96,-1.55,0,24.88,23.34,718.96,4752.99,83.2,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.221,0.093,-10.051,0.008,-0.024,-0.081,comm_blackout,4.11
209.05,3744.66,-5.942,2.898,23.103,2.9,-1.18,-0.18,13.36,0.23,-1.24,0,24.96,23.28,719.1,4754.15,82.9,44.3,8,descent,nominal,active,0.8,0.15,0.0,0.16,-0.168,-9.71,-0.018,0.016,-0.04,comm_blackout,3.92
209.1,3744.36,-6.103,2.904,23.107,2.9,-1.14,0.16,14.48,-1.88,0.1,0,25.04,23.29,719.25,4755.3,82.8,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.264,-0.006,-9.872,0.017,0.001,-0.095,comm_blackout,3.82
209.15,3744.04,-6.253,3.019,22.768,3.02,-1.44,-0.12,14.21,-2.42,-0.17,0,24.97,22.97,719.4,4756.44,82.4,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.319,-0.283,-9.734,-0.035,0.03,-0.096,comm_blackout,3.67
209.2,3743.74,-6.127,3.003,22.7,3.0,-1.54,-0.13,13.89,-2.51,-1.74,0,24.97,22.9,719.55,4757.58,82.5,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.138,-0.183,-9.474,0.003,0.007,-0.061,comm_blackout,3.74
209.25,3743.44,-6.052,2.914,22.667,2.91,-1.59,-0.04,13.93,-1.96,-3.68,0,24.99,22.85,719.69,4758.71,82.7,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.107,-0.196,-10.329,-0.005,-0.009,-0.114,comm_blackout,3.78
209.3,3743.13,-6.022,3.113,22.582,3.11,-1.68,0.03,14.01,-0.19,0.8,0,25.01,22.8,719.85,4759.84,82.2,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.09,-0.047,-9.986,0.006,-0.008,-0.084,comm_blackout,3.79
209.35,3742.83,-6.136,2.982,22.543,2.98,-1.69,-0.27,13.6,-2.96,-1.18,0,24.93,22.74,720.0,4760.97,82.5,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.191,-0.052,-9.679,0.025,-0.013,-0.093,comm_blackout,3.71
209.4,3742.56,-5.381,2.566,22.828,2.57,-1.59,-0.49,11.33,-5.72,-0.58,0,24.9,22.97,720.13,4762.11,83.6,44.2,8,descent,nominal,active,0.8,0.15,0.0,0.066,-0.132,-9.778,0.032,-0.013,-0.071,comm_blackout,4.27
209.45,3742.26,-6.019,2.888,22.65,2.89,-1.61,-0.21,13.47,0.1,-4.39,0,24.95,22.83,720.27,4763.24,82.7,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.334,-0.052,-9.946,-0.007,0.009,-0.102,comm_blackout,3.79
209.5,3741.95,-6.244,2.469,22.566,2.47,-1.64,-0.33,13.73,-1.13,-2.62,0,24.92,22.7,720.4,4764.37,83.8,44.1,8,descent,nominal,active,0.8,0.15,0.0,-0.014,0.059,-9.516,0.067,-0.007,-0.103,comm_blackout,3.64
209.55,3741.64,-6.197,2.579,22.711,2.58,-1.51,-0.74,12.69,-3.05,0.64,0,24.83,22.86,720.52,4765.5,83.5,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.265,-0.055,-9.981,-0.037,0.001,-0.079,comm_blackout,3.69
209.6,3741.34,-5.955,2.744,22.947,2.74,-1.33,-0.64,12.34,-0.81,2.44,0,24.85,23.11,720.66,4766.65,83.2,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.05,-0.137,-9.849,0.012,-0.001,-0.052,comm_blackout,3.88
209.65,3741.05,-5.794,2.559,22.79,2.56,-1.53,-0.54,12.19,0.8,2.91,0,24.88,22.93,720.79,4767.79,83.6,44.1,8,descent,nominal,active,0.8,0.15,0.0,-0.07,-0.033,-9.939,0.072,-0.018,-0.042,comm_blackout,3.96
209.7,3740.74,-6.227,2.721,22.992,2.72,-1.22,-0.75,12.75,-3.34,-1.5,0,24.82,23.15,720.93,4768.94,83.2,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.299,-0.147,-9.927,-0.005,-0.016,-0.048,comm_blackout,3.72
209.75,3740.42,-6.307,2.719,23.05,2.72,-1.14,-0.68,13.09,-0.51,4.45,0,24.84,23.21,721.06,4770.09,83.3,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.411,-0.004,-9.662,-0.009,0.028,-0.021,comm_blackout,3.68
209.8,3740.11,-6.273,2.472,23.419,2.47,-0.78,-0.4,13.65,-0.35,-4.71,0,24.9,23.55,721.19,4771.26,84.0,44.1,8,descent,nominal,active,0.8,0.15,0.0,0.355,0.019,-10.3,-0.077,-0.006,-0.03,comm_blackout,3.75
209.85,3739.83,-5.585,2.519,23.316,2.52,-1.05,-0.3,12.23,0.26,-0.64,0,24.93,23.45,721.31,4772.43,83.8,44.0,8,descent,nominal,active,0.8,0.15,0.0,0.135,-0.191,-10.102,0.01,0.01,-0.043,comm_blackout,4.2
209.9,3739.49,-6.705,2.624,22.694,2.62,-1.39,-0.2,15.11,-3.49,-1.4,0,24.95,22.84,721.44,4773.56,83.4,44.0,8,descent,nominal,active,0.8,0.15,0.0,0.089,-0.191,-9.914,-0.048,-0.016,-0.07,comm_blackout,3.41
