t,alt_agl_m,vz_mps,vx_mps,vy_mps,wind_x_mps,wind_y_mps,wind_z_mps,aoa_deg,roll_deg,yaw_rate_dps,contact_flag,airspeed_mps,ground_speed_mps,pos_x_m,pos_y_m,heading_deg,battery_pct,gps_satellites,phase,system_status,comm_status,lift_coeff,drag_coeff,contact_force_n,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,scenario,ld_ratio
266.15,3403.08,-5.848,3.991,25.099,3.99,0.79,1.08,15.91,3.29,2.32,0,25.27,25.41,805.08,6705.01,81.0,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.287,0.107,-9.744,-0.062,0.001,0.039,normal_descent,4.35
266.2,3402.77,-6.153,3.492,24.682,3.49,0.45,1.31,17.12,0.52,1.0,0,25.36,24.93,805.26,6706.25,81.9,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.192,-0.071,-10.074,0.007,0.002,0.072,normal_descent,4.05
266.25,3402.47,-6.013,3.638,25.152,3.64,0.89,1.43,17.04,1.33,-1.18,0,25.38,25.41,805.44,6707.5,81.8,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.397,0.132,-10.127,-0.025,0.016,0.037,normal_descent,4.23
266.3,3402.19,-5.567,3.932,25.216,3.93,0.84,1.27,15.67,-0.49,-1.29,0,25.31,25.52,805.64,6708.76,81.1,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.328,0.168,-10.136,0.02,0.01,0.048,normal_descent,4.58
266.35,3401.85,-6.93,3.716,24.435,3.72,0.41,1.05,18.38,-2.62,0.57,0,25.31,24.72,805.82,6709.99,81.4,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.24,-0.052,-9.544,0.059,0.005,0.039,normal_descent,3.57
266.4,3401.53,-6.422,3.277,24.337,3.28,0.18,0.94,16.94,-0.21,-3.52,0,25.26,24.56,805.99,6711.2,82.3,29.0,8,descent,nominal,active,0.8,0.15,0.0,0.196,0.012,-10.043,0.003,-0.014,0.013,normal_descent,3.82
266.45,3401.22,-6.204,3.378,24.643,3.38,0.42,0.59,15.68,3.17,0.65,0,25.15,24.87,806.16,6712.44,82.2,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.124,0.007,-9.576,0.014,-0.026,0.036,normal_descent,4.01
266.5,3400.9,-6.233,3.539,24.72,3.54,0.51,0.49,15.53,1.41,3.37,0,25.13,24.97,806.33,6713.67,81.9,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.289,0.051,-9.794,0.026,-0.01,-0.009,normal_descent,4.01
266.55,3400.57,-6.682,3.662,24.644,3.66,0.55,0.34,16.24,2.23,-3.06,0,25.09,24.91,806.52,6714.9,81.5,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.135,0.128,-9.674,-0.031,0.006,0.069,normal_descent,3.73
266.6,3400.28,-5.806,3.334,24.952,3.33,0.64,0.14,13.75,-0.11,-2.71,0,25.03,25.17,806.68,6716.15,82.4,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.24,0.01,-10.019,0.009,0.002,0.056,normal_descent,4.34
266.65,3399.99,-5.797,3.632,24.853,3.63,0.53,0.24,13.95,-0.27,2.86,0,25.06,25.12,806.86,6717.39,81.7,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.169,0.208,-9.915,-0.001,-0.04,0.074,normal_descent,4.33
266.7,3399.68,-6.201,3.567,24.613,3.57,0.39,0.02,14.4,-0.08,-2.96,0,25.0,24.87,807.04,6718.62,81.8,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.171,0.028,-9.883,-0.046,0.006,-0.039,normal_descent,4.01
266.75,3399.39,-5.73,3.8,24.907,3.8,0.57,-0.09,13.04,2.18,1.06,0,24.98,25.19,807.23,6719.87,81.3,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.126,0.037,-9.821,0.014,0.008,-0.033,normal_descent,4.4
266.8,3399.08,-6.235,3.524,24.828,3.52,0.62,-0.05,14.34,1.43,-3.07,0,24.99,25.08,807.41,6721.11,81.9,28.9,8,descent,nominal,active,0.8,0.15,0.0,0.09,0.066,-9.773,0.026,-0.002,-0.03,normal_descent,4.02
266.85,3398.77,-6.255,3.183,24.962,3.18,0.76,-0.28,13.86,-0.22,2.69,0,24.93,25.16,807.57,6722.36,82.7,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.3,-0.017,-10.213,-0.01,-0.027,0.077,normal_descent,4.02
266.9,3398.46,-6.092,3.249,24.903,3.25,0.66,0.27,14.7,-0.07,-0.49,0,25.07,25.11,807.73,6723.6,82.6,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.085,-0.178,-9.758,-0.031,0.004,0.031,normal_descent,4.12
266.95,3398.17,-5.877,3.149,24.948,3.15,0.65,0.14,13.9,-5.42,-0.33,0,25.03,25.15,807.89,6724.85,82.8,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.363,0.17,-10.104,0.0,-0.016,-0.005,normal_descent,4.28
267.0,3397.87,-6.075,3.441,25.16,3.44,0.91,0.24,14.59,0.11,-0.65,0,25.06,25.39,808.06,6726.11,82.2,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.274,0.159,-9.712,0.042,-0.025,0.031,normal_descent,4.18
267.05,3397.56,-6.045,3.773,25.374,3.77,1.12,0.49,15.08,2.85,-1.02,0,25.12,25.65,808.25,6727.38,81.5,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.192,0.102,-9.694,0.013,0.009,0.125,normal_descent,4.24
267.1,3397.25,-6.211,3.903,25.494,3.9,1.28,0.67,15.87,2.29,-0.1,0,25.18,25.79,808.44,6728.65,81.3,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.252,0.045,-9.503,0.04,-0.008,0.075,normal_descent,4.15
267.15,3396.94,-6.348,3.964,25.104,3.96,0.92,0.49,15.79,2.38,2.05,0,25.13,25.42,808.64,6729.91,81.0,28.8,8,descent,nominal,active,0.8,0.15,0.0,0.371,0.126,-9.733,-0.009,-0.031,0.059,normal_descent,4.0
267.2,3396.63,-6.118,3.8,25.296,3.8,1.06,0.17,14.55,1.64,-3.43,0,25.04,25.58,808.83,6731.17,81.5,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.281,0.093,-9.751,0.069,-0.005,0.057,normal_descent,4.18
267.25,3396.34,-5.817,3.218,25.536,3.22,1.22,0.0,13.46,1.4,3.06,0,25.0,25.74,808.99,6732.45,82.8,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.126,0.119,-10.075,-0.003,-0.022,0.022,normal_descent,4.42
267.3,3396.05,-5.783,3.08,25.49,3.08,1.17,-0.12,13.11,3.34,1.86,0,24.97,25.68,809.15,6733.72,83.1,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.081,0.033,-9.757,-0.022,-0.001,0.028,normal_descent,4.44
267.35,3395.77,-5.533,3.378,25.33,3.38,0.95,-0.3,12.11,0.81,-3.18,0,24.94,25.55,809.32,6734.99,82.4,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.235,0.024,-9.763,-0.01,0.018,0.076,normal_descent,4.62
267.4,3395.49,-5.697,3.213,25.29,3.21,0.95,-0.31,12.48,1.17,-1.9,0,24.93,25.49,809.48,6736.26,82.8,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.238,0.045,-10.034,0.005,0.017,0.044,normal_descent,4.47
267.45,3395.2,-5.846,3.328,25.235,3.33,0.93,-0.5,12.4,2.23,0.19,0,24.89,25.45,809.64,6737.52,82.5,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.208,0.106,-9.818,-0.032,0.005,0.051,normal_descent,4.35
267.5,3394.92,-5.615,3.303,25.607,3.3,1.25,-0.42,12.05,-1.64,0.18,0,24.91,25.82,809.81,6738.8,82.6,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.084,0.191,-9.883,-0.013,0.021,0.025,normal_descent,4.6
267.55,3394.62,-5.91,3.474,25.551,3.47,1.26,-0.89,11.68,2.88,-0.49,0,24.81,25.79,809.98,6740.08,82.3,28.7,8,descent,nominal,active,0.8,0.15,0.0,0.103,0.025,-10.187,-0.005,0.01,0.092,normal_descent,4.36
267.6,3394.34,-5.675,3.392,25.601,3.39,1.25,-0.97,10.94,0.47,2.04,0,24.8,25.82,810.15,6741.36,82.5,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.175,0.092,-10.086,0.019,0.003,0.087,normal_descent,4.55
267.65,3394.01,-6.471,3.484,25.534,3.48,1.39,-1.13,12.47,-3.15,2.55,0,24.73,25.77,810.32,6742.63,82.2,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.312,0.263,-9.925,0.043,-0.034,0.065,normal_descent,3.98
267.7,3393.69,-6.459,3.011,25.566,3.01,1.42,-0.81,13.16,2.57,3.56,0,24.8,25.74,810.48,6743.91,83.3,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.16,0.152,-9.458,-0.029,-0.02,0.103,normal_descent,3.99
267.75,3393.37,-6.389,2.61,25.233,2.61,1.06,-0.59,13.48,-1.64,-2.37,0,24.85,25.37,810.61,6745.17,84.1,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.32,0.192,-9.699,0.038,-0.012,-0.006,normal_descent,3.97
267.8,3393.04,-6.581,2.335,24.97,2.34,0.85,-0.41,14.34,0.39,3.19,0,24.89,25.08,810.72,6746.42,84.7,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.229,0.206,-10.058,0.011,0.026,0.027,normal_descent,3.81
267.85,3392.74,-6.107,2.706,24.774,2.71,0.53,-0.02,14.09,-2.76,-2.24,0,25.0,24.92,810.86,6747.66,83.8,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.326,-0.023,-9.872,-0.037,-0.01,-0.02,normal_descent,4.08
267.9,3392.45,-5.689,2.312,25.218,2.31,0.87,0.19,13.57,0.78,0.33,0,25.04,25.32,810.97,6748.92,84.8,28.6,8,descent,nominal,active,0.8,0.15,0.0,0.332,0.115,-9.48,-0.043,0.027,0.135,normal_descent,4.45
267.95,3392.14,-6.276,2.378,25.124,2.38,0.92,-0.36,13.75,2.87,1.03,0,24.91,25.24,811.09,6750.18,84.6,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.261,0.181,-9.986,-0.013,0.017,0.018,normal_descent,4.02
268.0,3391.87,-5.3,2.396,25.243,2.4,0.81,-0.27,11.62,-0.53,-6.12,0,24.94,25.36,811.21,6751.44,84.6,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.212,0.212,-9.494,-0.022,-0.004,0.02,normal_descent,4.78
268.05,3391.6,-5.493,2.291,25.114,2.29,0.73,0.37,13.51,1.41,0.59,0,25.08,25.22,811.33,6752.69,84.8,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.136,0.058,-9.757,0.01,-0.012,0.07,normal_descent,4.59
268.1,3391.29,-6.202,2.315,25.182,2.32,0.96,0.56,15.59,1.4,2.24,0,25.14,25.29,811.44,6753.95,84.7,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.157,0.034,-9.634,0.009,0.018,0.019,normal_descent,4.08
268.15,3390.98,-6.214,2.789,25.547,2.79,1.33,0.47,15.43,2.54,1.66,0,25.12,25.7,811.58,6755.23,83.8,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.18,0.159,-9.776,0.036,-0.018,0.04,normal_descent,4.14
268.2,3390.68,-6.011,3.005,25.879,3.0,1.61,0.6,15.24,5.93,-1.93,0,25.15,26.05,811.73,6756.52,83.4,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.237,0.144,-9.795,-0.041,-0.024,0.118,normal_descent,4.33
268.25,3390.39,-5.836,2.664,26.244,2.66,1.93,0.55,14.72,4.85,0.52,0,25.13,26.38,811.87,6757.84,84.2,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.452,0.143,-9.912,0.012,0.018,0.121,normal_descent,4.52
268.3,3390.1,-5.704,3.186,26.384,3.19,2.04,0.33,13.92,5.08,1.12,0,25.08,26.58,812.02,6759.16,83.1,28.5,8,descent,nominal,active,0.8,0.15,0.0,0.243,0.048,-9.67,-0.05,0.014,0.101,normal_descent,4.66
268.35,3389.82,-5.576,3.3,26.582,3.3,2.21,0.22,13.37,1.94,1.45,0,25.05,26.79,812.19,6760.49,82.9,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.156,0.11,-10.038,0.003,0.001,0.123,normal_descent,4.8
268.4,3389.54,-5.596,3.375,26.496,3.37,2.13,0.27,13.53,4.77,4.47,0,25.06,26.71,812.36,6761.81,82.7,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.324,0.227,-9.914,-0.015,-0.011,0.089,normal_descent,4.77
268.45,3389.24,-6.123,3.145,26.0,3.14,1.76,0.63,15.57,2.33,0.29,0,25.16,26.19,812.52,6763.11,83.1,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.297,0.122,-9.782,0.042,-0.001,0.114,normal_descent,4.28
268.5,3388.9,-6.795,3.043,25.643,3.04,1.58,0.7,17.3,-0.13,0.21,0,25.2,25.82,812.67,6764.39,83.2,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.225,0.174,-9.619,-0.07,-0.001,0.044,normal_descent,3.8
268.55,3388.6,-5.994,3.153,25.909,3.15,1.64,0.46,14.9,4.51,5.45,0,25.12,26.1,812.83,6765.69,83.1,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.18,0.279,-9.487,-0.009,0.002,0.055,normal_descent,4.35
268.6,3388.29,-6.161,3.404,25.984,3.4,1.75,0.39,15.13,0.2,2.4,0,25.1,26.21,813.0,6766.99,82.5,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.13,0.374,-9.657,0.029,-0.004,0.09,normal_descent,4.25
268.65,3387.98,-6.112,3.144,25.748,3.14,1.51,0.9,16.13,0.44,2.35,0,25.24,25.94,813.15,6768.27,83.0,28.4,8,descent,nominal,active,0.8,0.15,0.0,0.17,0.18,-10.049,-0.006,-0.027,0.087,normal_descent,4.24
268.7,3387.66,-6.537,2.992,25.862,2.99,1.73,1.18,17.73,0.49,-0.49,0,25.33,26.03,813.3,6769.57,83.4,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.201,0.142,-9.787,0.062,-0.005,0.087,normal_descent,3.98
268.75,3387.36,-5.868,3.192,26.046,3.19,1.74,1.27,16.38,2.79,0.49,0,25.33,26.24,813.46,6770.87,83.0,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.1,0.087,-9.651,-0.014,-0.023,0.093,normal_descent,4.47
268.8,3387.09,-5.524,3.597,26.286,3.6,1.9,1.27,15.58,-0.15,-0.24,0,25.31,26.53,813.64,6772.18,82.2,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.338,0.203,-9.849,-0.018,-0.016,0.123,normal_descent,4.8
268.85,3386.78,-6.106,3.238,25.991,3.24,1.75,1.2,16.77,4.58,0.22,0,25.32,26.19,813.8,6773.48,82.9,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.303,0.134,-9.79,-0.045,-0.024,0.03,normal_descent,4.29
268.9,3386.48,-5.934,3.337,26.159,3.34,1.87,1.56,17.14,-2.3,-3.2,0,25.41,26.37,813.97,6774.79,82.7,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.196,0.13,-9.67,0.071,-0.011,0.07,normal_descent,4.44
268.95,3386.21,-5.574,3.273,25.924,3.27,1.55,1.44,16.06,0.79,-1.1,0,25.36,26.13,814.13,6776.09,82.8,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.46,0.156,-9.427,-0.028,0.029,0.061,normal_descent,4.69
269.0,3385.9,-6.097,3.471,25.649,3.47,1.4,1.57,17.55,1.55,-0.46,0,25.43,25.88,814.31,6777.37,82.3,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.128,0.134,-9.916,0.054,0.01,0.079,normal_descent,4.24
269.05,3385.59,-6.302,3.731,25.205,3.73,1.01,1.37,17.6,-2.99,1.78,0,25.38,25.48,814.49,6778.63,81.6,28.3,8,descent,nominal,active,0.8,0.15,0.0,0.288,-0.033,-9.774,-0.026,0.001,0.046,normal_descent,4.04
269.1,3385.27,-6.296,3.553,25.217,3.55,1.02,1.35,17.55,2.06,2.35,0,25.38,25.47,814.67,6779.89,82.0,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.245,0.166,-10.304,0.014,0.0,0.035,normal_descent,4.05
269.15,3384.96,-6.263,3.825,25.48,3.83,1.28,1.34,17.43,3.77,0.59,0,25.37,25.77,814.86,6781.17,81.5,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.078,0.3,-9.753,0.004,0.002,0.08,normal_descent,4.11
269.2,3384.64,-6.373,3.995,25.249,3.99,1.07,1.01,16.98,0.64,2.07,0,25.28,25.56,815.06,6782.43,81.0,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.194,0.071,-9.734,0.017,-0.009,0.057,normal_descent,4.01
269.25,3384.35,-5.853,4.081,25.31,4.08,1.01,0.99,15.73,2.41,-1.7,0,25.25,25.64,815.27,6783.69,80.8,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.251,0.16,-9.677,-0.004,-0.023,0.065,normal_descent,4.38
269.3,3384.06,-5.746,4.035,25.307,4.03,0.98,0.97,15.42,3.19,-2.22,0,25.24,25.63,815.47,6784.96,80.9,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.293,0.222,-9.821,-0.007,0.012,0.009,normal_descent,4.46
269.35,3383.74,-6.412,4.304,24.676,4.3,0.51,1.19,17.46,1.43,1.14,0,25.33,25.05,815.68,6786.19,80.1,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.356,0.078,-9.689,-0.047,-0.01,0.036,normal_descent,3.91
269.4,3383.44,-5.901,4.211,24.569,4.21,0.28,1.18,16.24,1.69,0.75,0,25.3,24.93,815.89,6787.42,80.3,28.2,8,descent,nominal,active,0.8,0.15,0.0,0.086,-0.002,-9.532,-0.047,-0.002,0.04,normal_descent,4.22
269.45,3383.13,-6.203,4.413,24.274,4.41,0.06,1.24,17.09,-1.19,0.85,0,25.34,24.67,816.12,6788.63,79.7,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.215,-0.057,-9.888,0.054,-0.023,-0.05,normal_descent,3.98
269.5,3382.85,-5.573,4.313,24.134,4.31,-0.24,1.17,15.47,1.91,-1.7,0,25.29,24.52,816.33,6789.84,79.9,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.286,0.002,-9.711,-0.056,-0.027,-0.016,normal_descent,4.4
269.55,3382.56,-5.939,4.252,23.907,4.25,-0.38,0.92,15.77,-0.52,1.41,0,25.23,24.28,816.54,6791.04,79.9,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.197,-0.067,-9.646,-0.013,0.018,-0.03,normal_descent,4.09
269.6,3382.26,-6.032,4.063,23.972,4.06,-0.29,1.05,16.27,0.12,1.13,0,25.27,24.31,816.75,6792.24,80.4,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.233,-0.201,-9.954,-0.021,0.012,-0.072,normal_descent,4.03
269.65,3381.97,-5.809,3.964,23.761,3.96,-0.55,0.91,15.45,-0.08,-1.43,0,25.23,24.09,816.94,6793.42,80.5,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.347,-0.103,-9.374,0.024,-0.003,-0.021,normal_descent,4.15
269.7,3381.66,-6.124,4.338,24.134,4.34,-0.1,0.76,15.86,-1.37,-1.9,0,25.2,24.52,817.16,6794.63,79.8,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.122,-0.138,-9.379,0.031,0.025,-0.022,normal_descent,4.0
269.75,3381.31,-6.948,4.042,24.065,4.04,0.05,0.76,17.79,0.22,-1.61,0,25.22,24.4,817.36,6795.83,80.5,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.138,0.057,-9.945,0.023,0.015,0.027,normal_descent,3.51
269.8,3380.99,-6.358,3.479,24.469,3.48,0.29,0.32,15.45,1.36,-0.74,0,25.08,24.71,817.54,6797.06,81.9,28.1,8,descent,nominal,active,0.8,0.15,0.0,0.186,0.047,-10.024,-0.004,0.006,0.006,normal_descent,3.89
269.85,3380.69,-6.083,3.244,24.562,3.24,0.31,0.3,14.75,1.71,2.18,0,25.08,24.78,817.7,6798.28,82.5,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.108,0.066,-10.303,0.032,-0.028,0.047,normal_descent,4.07
269.9,3380.37,-6.338,3.18,24.614,3.18,0.43,0.37,15.51,2.94,0.06,0,25.1,24.82,817.86,6799.52,82.6,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.284,0.095,-9.715,0.015,0.014,0.022,normal_descent,3.92
269.95,3380.05,-6.507,3.445,24.716,3.45,0.58,0.31,15.78,-1.75,0.47,0,25.08,24.96,818.03,6800.75,82.1,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.211,0.178,-9.79,0.046,0.009,0.018,normal_descent,3.84
270.0,3379.77,-5.606,3.285,25.055,3.28,0.69,0.63,14.36,-3.13,-2.29,0,25.15,25.27,818.2,6802.0,82.5,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.023,0.101,-9.699,0.011,-0.034,0.012,normal_descent,4.51
270.05,3379.48,-5.747,3.19,25.228,3.19,0.9,0.76,14.97,-2.02,-2.53,0,25.18,25.43,818.36,6803.27,82.8,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.088,0.103,-10.127,0.008,0.008,0.038,normal_descent,4.42
270.1,3379.22,-5.237,3.314,25.289,3.31,0.84,0.91,14.13,3.66,0.65,0,25.21,25.5,818.52,6804.53,82.5,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.347,0.181,-9.849,-0.01,0.016,0.035,normal_descent,4.87
270.15,3378.93,-5.762,3.523,24.892,3.52,0.56,0.88,15.27,3.24,-4.37,0,25.22,25.14,818.7,6805.77,81.9,28.0,8,descent,nominal,active,0.8,0.15,0.0,0.315,-0.008,-9.92,0.036,0.031,-0.077,normal_descent,4.36
270.2,3378.63,-6.019,3.174,24.739,3.17,0.47,0.84,15.78,4.11,1.92,0,25.21,24.94,818.86,6807.01,82.7,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.253,0.162,-10.079,0.035,-0.006,0.016,normal_descent,4.14
270.25,3378.3,-6.505,3.144,24.486,3.14,0.35,0.68,16.57,0.41,2.05,0,25.18,24.69,819.01,6808.24,82.7,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.187,0.072,-10.061,-0.007,-0.008,0.029,normal_descent,3.8
270.3,3378.01,-5.922,3.268,24.736,3.27,0.45,0.37,14.52,-2.49,-0.56,0,25.09,24.95,819.18,6809.47,82.5,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.163,-0.009,-9.658,0.026,-0.002,0.027,normal_descent,4.21
270.35,3377.67,-6.751,3.429,25.059,3.43,0.99,0.22,16.15,1.6,-0.1,0,25.06,25.29,819.35,6810.73,82.2,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.223,0.132,-10.037,-0.004,0.009,0.054,normal_descent,3.75
270.4,3377.36,-6.245,3.548,25.59,3.55,1.38,-0.24,13.92,1.8,3.24,0,24.94,25.83,819.52,6812.0,82.1,27.9,8,descent,nominal,active,0.8,0.15,0.0,-0.015,0.041,-9.898,-0.008,0.003,0.071,normal_descent,4.14
270.45,3377.04,-6.278,3.709,25.997,3.71,1.8,-0.55,13.31,1.68,1.73,0,24.87,26.26,819.71,6813.3,81.9,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.005,0.195,-9.681,0.001,-0.043,0.039,normal_descent,4.18
270.5,3376.74,-6.106,3.704,26.022,3.7,1.78,-0.3,13.46,0.55,-1.44,0,24.93,26.28,819.9,6814.61,81.9,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.084,0.185,-9.522,-0.024,-0.013,0.092,normal_descent,4.3
270.55,3376.43,-6.104,3.596,26.132,3.6,1.89,-0.48,13.06,3.41,4.01,0,24.89,26.38,820.08,6815.91,82.2,27.9,8,descent,nominal,active,0.8,0.15,0.0,0.203,0.288,-9.575,-0.003,0.004,0.067,normal_descent,4.32
270.6,3376.15,-5.61,3.547,26.262,3.55,1.9,-0.61,11.6,-2.25,1.29,0,24.87,26.5,820.25,6817.23,82.3,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.107,0.161,-9.756,0.022,-0.002,0.108,normal_descent,4.72
270.65,3375.84,-6.186,3.226,26.156,3.23,1.93,-0.24,13.79,4.4,0.91,0,24.94,26.35,820.41,6818.53,83.0,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.199,0.264,-9.894,0.062,-0.032,0.094,normal_descent,4.26
270.7,3375.56,-5.587,2.746,26.206,2.75,1.84,-0.28,12.29,2.98,1.75,0,24.94,26.35,820.55,6819.84,84.0,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.189,0.057,-9.868,-0.01,0.005,0.125,normal_descent,4.72
270.75,3375.28,-5.623,3.031,25.602,3.03,1.24,-0.08,12.82,3.39,0.42,0,24.98,25.78,820.7,6821.12,83.2,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.279,0.103,-9.902,-0.034,-0.039,0.088,normal_descent,4.58
270.8,3374.99,-5.787,3.257,25.144,3.26,0.82,-0.02,13.34,0.19,0.14,0,25.0,25.35,820.87,6822.38,82.6,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.176,0.117,-9.773,0.023,-0.032,0.081,normal_descent,4.38
270.85,3374.67,-6.528,3.215,24.965,3.21,0.83,-0.03,15.06,5.68,-1.75,0,24.99,25.17,821.03,6823.63,82.7,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.126,-0.014,-9.682,-0.052,0.016,0.092,normal_descent,3.86
270.9,3374.38,-5.823,3.073,25.431,3.07,1.12,0.06,13.59,0.57,-0.73,0,25.01,25.62,821.18,6824.9,83.1,27.8,8,descent,nominal,active,0.8,0.15,0.0,0.171,0.039,-9.884,-0.02,-0.0,0.057,normal_descent,4.4
270.95,3374.09,-5.812,3.224,25.243,3.22,0.93,0.04,13.53,-0.33,-0.09,0,25.01,25.45,821.34,6826.16,82.7,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.114,0.301,-9.998,0.008,0.009,0.026,normal_descent,4.38
271.0,3373.77,-6.26,3.249,24.947,3.25,0.74,0.07,14.65,2.43,-3.2,0,25.02,25.16,821.5,6827.41,82.6,27.7,8,descent,nominal,active,0.8,0.15,0.0,-0.006,0.01,-9.894,0.03,-0.037,0.068,normal_descent,4.02
271.05,3373.48,-5.839,3.023,25.199,3.02,0.89,0.21,13.96,2.76,-5.25,0,25.05,25.38,821.65,6828.67,83.2,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.279,0.043,-9.674,0.046,-0.006,0.04,normal_descent,4.35
271.1,3373.17,-6.294,3.246,25.127,3.25,0.93,0.14,14.9,0.86,-3.1,0,25.04,25.34,821.82,6829.93,82.6,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.106,0.095,-9.916,-0.052,0.026,0.026,normal_descent,4.03
271.15,3372.86,-6.161,3.453,25.375,3.45,1.15,0.14,14.57,1.6,0.53,0,25.03,25.61,821.99,6831.2,82.3,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.138,0.117,-9.709,-0.045,0.005,0.08,normal_descent,4.16
271.2,3372.55,-6.218,3.485,25.709,3.49,1.49,0.44,15.38,4.07,0.19,0,25.11,25.94,822.16,6832.48,82.3,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.142,0.12,-9.537,0.018,0.011,0.02,normal_descent,4.17
271.25,3372.25,-5.93,3.291,26.113,3.29,1.83,0.19,14.14,3.01,1.99,0,25.05,26.32,822.33,6833.79,82.8,27.7,8,descent,nominal,active,0.8,0.15,0.0,0.395,0.185,-9.843,-0.026,-0.01,0.085,normal_descent,4.44
